NAME,786-0,BT-549,CCRF-CEM,COLO 205,EKVX,HCC-2998,HCT-15,HOP-62,HOP-92,HS 578T,HT29,K-562,KM12,M14,MDA-MB-231/ATCC,MDA-MB-435,NCI-H23,NCI-H322M,NCI-H522,OVCAR-3,OVCAR-5,OVCAR-8,PC-3,RXF-393,SF-268,SF-295,SK-MEL-2,SN12C,SNB-19,SNB-75,SW-620,T-47D,U251,A498,A549/ATCC,ACHN,CAKI-1,HCT-116,LOX IMVI,MALME-3M,MCF7,MOLT-4,NCI-H460,OVCAR-4,SF-539,SK-MEL-5,SR,UACC-257,UACC-62,UO-31
TSPAN33,65.29000001,23.64000001,20.95000001,20.49000001,31.84000001,14.460000010000002,10.25000001,13.910000010000001,16.510000010000002,10.570000010000001,15.300000010000002,17.52000001,20.22000001,18.70000001,13.37000001,35.58000001,30.22000001,20.49000001,11.62000001,16.95000001,21.39000001,12.59000001,18.75000001,28.350000010000002,18.100000010000002,20.14000001,14.36000001,14.10000001,33.520000010000004,12.990000010000001,19.11000001,14.050000010000002,24.940000010000002,28.15000001,13.960000010000002,14.52000001,23.870000010000002,23.600000010000002,12.93000001,18.13000001,16.24000001,13.970000010000001,24.670000010000003,16.45000001,26.370000010000002,23.81000001,23.00000001,14.900000010000001,18.030000010000002,10.45000001
DNAJA4,25.670000010000003,54.18000001,80.53000001,63.520000010000004,60.32000001,69.08000000999999,106.00000001,112.67000001,68.40000001,70.80000000999999,109.83000000999999,141.85000001,66.87000001,77.11000001,71.53000001,52.43000001,98.97000000999999,110.60000000999999,97.99000000999999,53.700000010000004,56.36000001,49.340000010000004,81.32000000999999,55.76000001,104.17000001,48.96000001,45.840000010000004,56.06000001,60.64000001,68.96000000999999,104.34000001,64.00000001,49.71000001,42.75000001,118.70000001,42.99000001,41.86000001,83.24000000999999,71.86000001,70.01000001,90.69000000999999,80.43000001,90.33000000999999,73.49000000999999,104.33000000999999,67.97000000999999,28.22000001,76.87000001,46.90000001,36.86000001
SELM,27.190000010000002,13.410000010000001,18.80000001,12.580000010000001,73.59000001,30.72000001,26.32000001,15.740000010000001,8.140000010000001,13.800000010000002,12.92000001,13.150000010000001,6.96000001,19.260000010000002,14.50000001,12.140000010000001,23.54000001,15.220000010000001,19.50000001,22.120000010000002,23.07000001,19.29000001,15.050000010000002,17.24000001,31.65000001,23.11000001,20.68000001,16.530000010000002,30.58000001,20.73000001,25.93000001,13.01000001,29.18000001,11.150000010000001,13.810000010000001,23.08000001,13.12000001,13.51000001,15.130000010000002,20.84000001,14.67000001,14.390000010000001,26.43000001,27.38000001,16.96000001,11.60000001,27.82000001,13.730000010000001,28.88000001,30.25000001
SERP2,36.14000001,45.38000001,39.28000001,26.27000001,40.85000001,31.18000001,25.620000010000002,45.94000001,42.90000001,38.43000001,28.47000001,30.940000010000002,29.190000010000002,36.61000001,28.56000001,39.03000001,49.54000001,54.50000001,35.41000001,53.020000010000004,44.55000001,35.520000010000004,39.94000001,51.590000010000004,54.63000001,23.780000010000002,43.29000001,53.23000001,45.73000001,42.03000001,24.600000010000002,59.05000001,22.440000010000002,46.67000001,34.92000001,38.73000001,52.73000001,36.32000001,40.10000001,42.67000001,29.38000001,33.30000001,34.19000001,35.13000001,21.86000001,53.65000001,24.06000001,40.74000001,29.670000010000003,43.38000001
HELLS,86.57000000999999,71.85000000999999,92.51000001,45.01000001,76.00000001,66.80000000999999,129.04000001,95.99000000999999,38.05000001,96.79000001,83.45000001,79.36000001,50.00000001,71.96000000999999,75.51000001,38.93000001,108.30000000999999,144.27000001000002,103.99000000999999,91.74000000999999,104.59000001,53.700000010000004,92.66000000999999,77.84000001,72.53000001,66.59000001,70.32000000999999,73.73000001,58.31000001,93.26000001,67.03000001,152.57000001,56.520000010000004,58.69000001,84.32000000999999,65.11000001,67.27000000999999,72.80000000999999,53.60000001,72.29000001,130.82000001,35.93000001,93.63000000999999,115.32000000999999,73.10000000999999,120.05000000999999,51.12000001,61.520000010000004,81.07000000999999,61.33000001
TMEM173,9.87000001,4.18000001,14.980000010000001,5.98000001,9.300000010000002,7.33000001,12.480000010000001,3.64000001,5.23000001,8.51000001,4.66000001,5.23000001,12.390000010000001,5.93000001,10.980000010000001,2.84000001,15.37000001,2.09000001,6.86000001,19.04000001,8.93000001,11.130000010000002,10.53000001,9.210000010000002,13.87000001,6.28000001,3.75000001,18.90000001,19.00000001,5.60000001,15.95000001,14.51000001,22.010000010000002,13.310000010000001,8.410000010000001,12.01000001,8.400000010000001,4.47000001,3.84000001,5.5200000099999995,13.460000010000002,6.41000001,10.67000001,5.92000001,9.01000001,13.94000001,17.120000010000002,4.44000001,6.75000001,9.59000001
TNFRSF1A,872.95000001,673.86000001,1013.91000001,623.33000001,697.34000001,530.17000001,630.97000001,373.34000001,488.15000001,416.02000001,294.50000001,796.70000001,722.33000001,400.45000001,530.50000001,340.66000001000003,515.93000001,378.03000001,606.99000001,470.52000001,238.81000001,1092.3600000099998,154.04000001,762.90000001,790.41000001,696.23000001,362.55000001,508.51000001,909.11000001,844.53000001,362.82000001,298.18000001,760.97000001,235.22000001,435.91000001000003,912.17000001,830.75000001,682.36000001,770.0700000100001,227.49000001000002,203.92000001,712.28000001,442.60000001000003,1039.74000001,737.41000001,224.17000001,653.71000001,278.23000001,217.43000001000001,445.37000001
CTDSPL,73.52000000999999,46.22000001,23.34000001,42.83000001,64.73000001,37.29000001,77.56000001,98.94000000999999,51.66000001,51.58000001,46.79000001,58.25000001,65.27000000999999,56.76000001,40.58000001,55.29000001,65.42000001,46.94000001,67.28000001,64.81000001,37.96000001,28.40000001,65.12000001,36.19000001,73.38000000999999,46.71000001,53.81000001,36.90000001,59.38000001,45.60000001,77.90000001,81.19000000999999,37.53000001,38.92000001,46.88000001,33.81000001,40.24000001,64.14000001,63.00000001,27.600000010000002,80.23000001,52.65000001,33.32000001,37.49000001,33.50000001,123.51000001,58.450000010000004,44.39000001,52.51000001,41.04000001
ARL4A,27.010000010000002,90.97000000999999,7.65000001,16.100000010000002,190.97000001,44.840000010000004,10.45000001,173.65000001,58.24000001,129.50000001,25.98000001,27.29000001,15.960000010000002,134.49000001000002,129.88000001,141.44000001,145.52000001000002,12.68000001,11.76000001,143.00000001,49.21000001,144.13000001,53.83000001,20.88000001,62.57000001,67.62000001,83.11000001,133.45000001,88.65000001,105.12000001,13.61000001,273.50000001,56.73000001,116.23000001,139.19000001,18.02000001,95.32000000999999,14.45000001,37.28000001,92.78000001,52.53000001,33.17000001,62.35000001,88.18000001,63.82000001,76.62000001,48.44000001,127.42000001,96.48000001,65.58000000999999
PRDM5,547.1900000100001,283.91000001000003,465.22000001000004,624.52000001,381.58000001,615.93000001,565.10000001,299.70000001,296.90000001,200.24000001000002,1004.71000001,873.91000001,453.31000001,301.12000001,203.77000001000002,383.25000001,436.80000001,326.95000001,1077.70000001,587.13000001,793.80000001,368.48000001,522.41000001,407.82000001,281.48000001,326.25000001,340.66000001000003,483.16000001000003,398.11000001,353.32000001,302.21000001,469.72000001000004,346.56000001,425.21000001,266.57000001,511.19000001,611.23000001,550.45000001,240.23000001,488.24000001,427.77000001,597.72000001,262.74000001,496.06000001,273.50000001,357.28000001,592.93000001,419.76000001,428.53000001,439.57000001
TNFAIP2,49.80000001,187.05000001000002,20.16000001,43.93000001,56.48000001,46.200000010000004,54.090000010000004,45.14000001,43.200000010000004,336.04000001,44.76000001,16.870000010000002,35.450000010000004,37.29000001,26.52000001,20.24000001,179.71000001000002,88.72000000999999,261.94000001,102.41000000999999,99.28000001,197.69000001,60.30000001,277.74000001,62.770000010000004,63.770000010000004,56.78000001,242.75000001,152.18000001000001,202.95000001,47.51000001,119.09000001,42.33000001,93.36000001,64.15000001,254.46000001000002,110.28000001,40.200000010000004,34.33000001,115.49000000999999,159.99000001000002,22.780000010000002,52.450000010000004,46.48000001,76.44000000999999,163.94000001,50.81000001,53.81000001,86.78000001,66.49000000999999
EGR1,29.02000001,7.2700000099999995,22.56000001,8.19000001,9.800000010000002,12.94000001,16.260000010000002,15.400000010000001,8.990000010000001,26.99000001,11.570000010000001,12.27000001,11.820000010000001,15.210000010000002,10.580000010000001,24.73000001,10.54000001,11.320000010000001,12.54000001,12.68000001,14.84000001,26.56000001,19.61000001,19.38000001,13.60000001,9.76000001,12.650000010000001,10.45000001,11.18000001,11.960000010000002,18.49000001,9.34000001,15.910000010000001,24.59000001,11.230000010000001,7.57000001,10.490000010000001,7.10000001,10.87000001,19.74000001,8.720000010000001,12.20000001,9.070000010000001,10.03000001,16.77000001,14.95000001,22.350000010000002,24.02000001,8.67000001,13.92000001
GNA14,14.94000001,12.09000001,14.660000010000001,4.48000001,10.79000001,2.40000001,9.640000010000001,16.38000001,5.3100000099999995,4.08000001,4.12000001,25.84000001,10.720000010000001,20.47000001,12.230000010000001,7.7700000099999995,14.060000010000001,10.230000010000001,19.95000001,44.19000001,21.600000010000002,18.80000001,10.20000001,26.74000001,17.64000001,8.04000001,7.32000001,16.46000001,13.060000010000001,14.10000001,2.71000001,16.09000001,21.41000001,10.080000010000001,10.880000010000002,10.50000001,10.51000001,3.34000001,6.04000001,11.62000001,11.800000010000002,29.27000001,20.58000001,14.42000001,12.84000001,6.22000001,17.49000001,17.280000010000002,3.32000001,17.620000010000002
MTAP1B,20.15000001,15.87000001,18.96000001,27.73000001,13.37000001,9.830000010000001,9.060000010000001,12.61000001,14.900000010000001,34.33000001,29.86000001,13.400000010000001,23.13000001,33.06000001,28.04000001,30.13000001,29.280000010000002,39.94000001,10.59000001,34.700000010000004,17.600000010000002,27.70000001,19.48000001,17.670000010000003,23.74000001,19.05000001,32.71000001,28.30000001,37.97000001,31.260000010000002,15.35000001,25.80000001,29.57000001,44.65000001,19.74000001,20.91000001,21.010000010000002,15.10000001,23.80000001,24.79000001,17.350000010000002,13.44000001,23.90000001,35.78000001,19.56000001,20.940000010000002,9.28000001,28.74000001,22.920000010000003,11.830000010000001
A130022J15RIK,3.22000001,2.65000001,6.45000001,4.42000001,1.6600000099999999,2.69000001,13.230000010000001,7.43000001,14.050000010000002,13.080000010000001,5.8100000099999995,4.96000001,6.48000001,16.82000001,11.910000010000001,8.080000010000001,5.61000001,5.23000001,7.37000001,10.68000001,7.64000001,6.12000001,4.78000001,1.96000001,16.06000001,2.62000001,5.51000001,10.62000001,2.68000001,11.18000001,20.530000010000002,7.3100000099999995,15.720000010000001,6.5200000099999995,4.45000001,2.69000001,2.49000001,3.52000001,2.41000001,10.970000010000001,10.92000001,14.75000001,9.02000001,6.97000001,4.54000001,12.820000010000001,16.780000010000002,3.00000001,2.67000001,7.67000001
GPRC5C,58.450000010000004,194.59000001,144.08000001000002,62.44000001,55.98000001,77.66000000999999,104.73000001,116.45000001,31.04000001,146.31000001,42.67000001,373.14000001,97.26000001,102.44000000999999,63.46000001,120.58000000999999,38.82000001,41.99000001,79.31000001,61.13000001,50.05000001,88.54000001,42.94000001,44.840000010000004,87.13000000999999,90.14000001,120.65000001,44.61000001,49.71000001,58.25000001,85.88000000999999,76.52000000999999,65.38000000999999,44.64000001,71.78000001,47.36000001,64.64000001,91.14000001,78.69000000999999,126.09000001,98.85000000999999,156.03000001,66.37000001,45.94000001,116.90000001,55.11000001,95.53000001,34.30000001,88.00000001,81.79000001
TBX20,1323.3300000099998,3145.29000001,1293.2800000099999,3303.4900000099997,1743.5800000099998,1895.8500000099998,1156.46000001,2229.26000001,2034.15000001,966.71000001,3437.40000001,1599.5800000099998,1692.63000001,1935.0400000099999,3102.11000001,2971.29000001,2519.1600000099997,1760.0700000099998,1218.5100000099999,1909.3400000099998,2206.3900000099998,1157.23000001,2847.31000001,2067.28000001,1112.3200000099998,2093.86000001,3380.17000001,1197.94000001,2935.2000000099997,1700.8700000099998,1288.5100000099999,1933.0100000099999,2133.81000001,2901.92000001,2065.32000001,1061.8100000099998,1817.90000001,2185.48000001,1739.48000001,1902.1200000099998,1923.8500000099998,895.42000001,3070.25000001,2237.28000001,1859.97000001,1786.92000001,1600.7600000099999,2697.63000001,1926.89000001,1055.25000001
GM967,282.33000001,80.74000000999999,130.59000001,58.35000001,70.82000000999999,119.47000000999999,126.38000000999999,157.44000001,60.840000010000004,40.43000001,29.100000010000002,360.22000001000004,80.11000001,103.12000001,65.30000000999999,87.78000001,58.99000001,76.45000001,174.67000001,118.05000000999999,103.61000001,77.78000001,88.56000001,75.15000001,101.62000001,91.97000000999999,93.08000000999999,176.63000001,185.91000001,41.10000001,124.19000000999999,106.57000000999999,139.86000001000002,77.80000000999999,67.09000001,75.02000000999999,93.27000000999999,126.92000001,65.26000001,103.39000001,160.20000001,105.75000001,79.30000000999999,79.90000001,102.49000000999999,113.69000000999999,209.19000001,123.19000000999999,99.26000001,66.78000001
4930434E21RIK,10.490000010000001,7.92000001,25.66000001,43.96000001,6.82000001,62.60000001,39.41000001,9.69000001,6.66000001,10.10000001,54.82000001,9.02000001,38.16000001,8.45000001,11.25000001,14.51000001,16.64000001,45.25000001,8.79000001,25.47000001,20.96000001,15.300000010000002,8.43000001,11.77000001,9.830000010000001,7.20000001,8.990000010000001,24.81000001,7.91000001,8.730000010000001,6.61000001,66.62000001,8.320000010000001,14.810000010000001,9.740000010000001,8.35000001,9.550000010000002,41.49000001,10.150000010000001,11.69000001,33.75000001,10.37000001,13.130000010000002,61.79000001,18.66000001,10.78000001,9.53000001,9.10000001,12.890000010000001,9.060000010000001
ACCSL,61.64000001,43.11000001,41.770000010000004,95.16000000999999,43.40000001,35.72000001,82.83000000999999,52.21000001,16.05000001,15.580000010000001,97.60000000999999,20.760000010000002,56.01000001,65.24000000999999,26.940000010000002,65.92000001,117.96000000999999,74.99000000999999,82.40000001,76.49000000999999,43.25000001,93.92000001,7.30000001,17.89000001,15.85000001,36.020000010000004,15.640000010000001,35.21000001,30.46000001,32.950000010000004,43.69000001,99.18000001,39.700000010000004,28.68000001,40.11000001,43.76000001,39.80000001,78.78000001,11.730000010000001,84.56000001,56.67000001,55.35000001,21.56000001,80.85000000999999,64.34000001,8.730000010000001,55.72000001,23.04000001,52.29000001,46.01000001
GM715,5.62000001,22.58000001,245.18000001000001,4.10000001,2.92000001,7.2700000099999995,4.22000001,9.95000001,6.94000001,60.78000001,5.5200000099999995,110.24000000999999,2.57000001,47.41000001,76.20000001,10.35000001,560.88000001,7.42000001,71.71000000999999,62.18000001,9.43000001,13.75000001,56.21000001,148.90000001,27.75000001,29.20000001,8.20000001,3.13000001,150.04000001,113.21000000999999,9.240000010000001,8.87000001,190.89000001,253.07000001,6.13000001,3.84000001,2.44000001,6.43000001,94.39000001,124.00000001,3.08000001,76.94000000999999,12.410000010000001,45.17000001,28.850000010000002,5.98000001,78.27000000999999,16.100000010000002,42.24000001,34.71000001
TGFA,175.52000001000002,326.80000001,282.68000001,259.66000001000003,212.81000001,300.86000001,256.51000001,269.98000001,262.25000001,398.52000001,341.85000001000003,256.38000001,222.99000001000002,407.55000001,280.03000001,266.80000001,337.53000001,304.78000001,461.14000001,271.76000001,199.19000001,234.99000001000002,322.09000001,322.54000001,465.15000001,311.19000001,265.69000001,221.69000001,341.76000001,370.65000001,308.09000001,217.28000001,399.30000001,182.58000001000002,216.06000001,167.89000001,335.24000001,196.21000001000002,299.93000001,292.82000001,177.95000001,429.24000001,256.17000001,227.21000001000002,404.05000001,195.61000001000002,357.77000001,496.15000001,424.42000001,178.33000001000002
FAM171B,1176.70000001,1122.98000001,14.51000001,526.90000001,430.11000001,364.97000001000004,501.69000001,723.60000001,406.24000001,1085.13000001,360.27000001,5.53000001,309.56000001,777.85000001,572.01000001,840.12000001,543.47000001,932.31000001,509.88000001,631.41000001,1282.16000001,332.47000001000004,592.60000001,942.42000001,680.24000001,617.55000001,368.54000001,383.71000001,670.64000001,1100.70000001,417.29000001,1139.75000001,613.48000001,646.15000001,597.36000001,452.71000001,1034.67000001,702.8200000100001,897.58000001,630.41000001,268.89000001,6.30000001,557.58000001,537.73000001,657.54000001,551.85000001,99.52000000999999,497.92000001,591.14000001,1227.2900000099999
LITAF,39.05000001,48.31000001,95.14000001,54.200000010000004,66.61000001,57.97000001,68.54000001,37.47000001,60.37000001,69.73000001,26.49000001,58.65000001,82.75000001,28.34000001,58.840000010000004,45.79000001,47.07000001,41.25000001,81.49000000999999,57.74000001,44.96000001,42.83000001,30.55000001,47.72000001,59.89000001,52.25000001,45.590000010000004,50.38000001,82.98000001,56.51000001,58.950000010000004,96.81000001,62.35000001,34.93000001,61.50000001,40.83000001,25.96000001,78.53000001,65.51000001,24.20000001,77.18000001,133.10000001,58.92000001,50.700000010000004,47.67000001,46.63000001,42.520000010000004,38.37000001,29.06000001,41.76000001
S100A6,305.68000001,237.68000001000001,567.61000001,339.55000001,331.05000001,305.14000001,614.62000001,215.13000001,273.07000001,245.90000001,390.32000001,351.25000001,314.66000001000003,291.01000001,306.03000001,287.08000001,237.74000001000002,541.21000001,561.35000001,421.31000001,396.42000001,300.70000001,296.05000001,353.01000001,314.45000001,293.98000001,328.49000001,260.90000001,287.54000001,190.40000001,465.35000001000003,266.19000001,247.59000001,181.38000001,364.01000001,311.66000001000003,286.90000001,466.36000001,491.60000001000003,199.47000001,431.76000001,456.48000001,434.81000001,299.31000001,323.58000001,265.18000001,351.59000001,156.26000001,187.55000001000002,239.14000001
ADAM9,949.22000001,528.20000001,470.24000001,565.23000001,398.07000001,384.14000001,822.41000001,387.75000001,319.70000001,1231.72000001,1024.75000001,1299.3600000099998,731.87000001,636.85000001,540.52000001,899.3200000100001,441.38000001,464.42000001,939.87000001,360.37000001,1122.7800000099999,638.26000001,712.53000001,623.29000001,818.96000001,1443.6200000099998,483.81000001,425.53000001,443.46000001,474.25000001,1060.98000001,542.49000001,874.10000001,931.8200000100001,675.60000001,256.24000001,416.31000001,756.89000001,1027.22000001,223.54000001,380.35000001000003,539.99000001,531.34000001,513.45000001,680.60000001,976.63000001,1423.2600000099999,387.90000001,868.56000001,448.72000001000004
1110036O03RIK,167.34000001,161.96000001000002,119.35000000999999,129.11000001000002,163.80000001000002,224.30000001000002,202.92000001,193.94000001,241.12000001,117.28000001,299.74000001,199.90000001,177.47000001,147.02000001000002,315.38000001,197.53000001,142.61000001000002,165.48000001,140.96000001000002,149.26000001,349.41000001000003,221.94000001,178.60000001,91.34000001,141.67000001,220.50000001,130.71000001000002,227.96000001000002,119.71000000999999,81.98000001,204.95000001,202.94000001,133.16000001,142.23000001,223.77000001000002,174.54000001,171.45000001,119.48000001,227.84000001,125.46000000999999,191.10000001,126.50000001,159.29000001,180.69000001,122.68000001,120.00000001,113.12000001,290.17000001,192.77000001000002,237.80000001000002
HIST1H2BC,49.23000001,32.87000001,21.15000001,16.90000001,28.59000001,16.27000001,22.59000001,40.49000001,60.73000001,31.16000001,29.850000010000002,33.53000001,37.10000001,30.41000001,28.40000001,31.64000001,18.850000010000002,25.09000001,39.29000001,24.71000001,30.93000001,30.05000001,36.520000010000004,38.42000001,68.04000001,31.20000001,33.700000010000004,86.84000001,29.690000010000002,24.54000001,18.600000010000002,22.54000001,29.440000010000002,51.41000001,14.68000001,34.31000001,34.38000001,25.54000001,28.120000010000002,25.98000001,41.80000001,34.83000001,15.410000010000001,21.27000001,44.51000001,32.68000001,22.48000001,27.420000010000003,32.96000001,45.04000001
PLEKHG1,18.530000010000002,5.68000001,45.85000001,48.200000010000004,105.36000001,30.850000010000002,51.36000001,34.36000001,6.14000001,40.08000001,31.50000001,5.95000001,72.13000000999999,14.460000010000002,2.31000001,14.29000001,23.24000001,55.28000001,48.590000010000004,40.66000001,51.82000001,2.35000001,39.51000001,33.03000001,25.47000001,26.96000001,10.810000010000001,7.51000001,23.88000001,16.260000010000002,51.46000001,57.43000001,32.01000001,12.070000010000001,67.00000001,6.82000001,21.22000001,36.46000001,24.89000001,19.31000001,58.54000001,52.200000010000004,39.74000001,17.99000001,58.87000001,9.300000010000002,34.54000001,9.70000001,21.100000010000002,6.57000001
LOC100044683,97.25000001,118.94000000999999,81.17000001,119.51000001,119.88000000999999,107.73000001,165.57000001,203.97000001,135.43000001000001,171.09000001,123.27000000999999,150.42000001,150.76000001,101.18000001,244.55000001000002,120.38000000999999,164.24000001000002,178.65000001,150.51000001,137.92000001,161.04000001,106.05000000999999,141.09000001,111.37000001,132.75000001,160.71000001000002,128.40000001,186.44000001,175.29000001,157.44000001,101.33000000999999,228.34000001,147.94000001,165.25000001,94.59000001,106.69000000999999,153.41000001,93.96000000999999,133.33000001000002,172.25000001,222.84000001,124.98000001,114.75000001,141.66000001,170.19000001,147.70000001,157.48000001,152.18000001000001,98.89000001,118.06000001
G2E3,915.73000001,1626.0100000099999,930.97000001,2657.10000001,2399.9100000099997,414.06000001,734.43000001,2359.77000001,667.95000001,2593.4300000099997,1187.63000001,473.54000001,1153.0800000099998,1765.5900000099998,1385.3600000099998,1282.8000000099998,846.10000001,1145.38000001,459.64000001,1211.8700000099998,1435.73000001,589.48000001,760.65000001,1168.19000001,927.84000001,918.63000001,1859.5400000099999,967.70000001,997.83000001,2899.96000001,1251.97000001,2607.69000001,821.85000001,2333.42000001,2205.9500000099997,1230.93000001,1438.94000001,1967.14000001,740.64000001,909.64000001,1874.75000001,355.15000001,749.21000001,877.55000001,1114.5900000099998,518.14000001,361.39000001,957.74000001,1004.12000001,1960.0400000099999
PCBD1,23.05000001,16.64000001,191.65000001,42.65000001,26.280000010000002,25.24000001,23.15000001,34.37000001,19.920000010000003,27.82000001,103.18000001,105.94000000999999,192.13000001,26.41000001,28.50000001,23.21000001,32.88000001,33.21000001,24.88000001,52.69000001,103.43000001,33.25000001,36.16000001,30.350000010000002,34.98000001,21.40000001,29.40000001,29.08000001,37.64000001,24.780000010000002,29.99000001,29.850000010000002,48.78000001,37.31000001,127.49000000999999,16.97000001,21.34000001,32.98000001,22.690000010000002,32.36000001,22.33000001,75.68000001,35.32000001,55.54000001,25.760000010000002,48.46000001,59.340000010000004,31.05000001,30.75000001,26.48000001
4930566F21RIK,16.850000010000002,13.29000001,8.00000001,18.16000001,20.670000010000003,11.02000001,11.390000010000001,13.630000010000002,5.53000001,14.87000001,14.710000010000002,11.570000010000001,12.160000010000001,15.11000001,18.99000001,11.140000010000001,12.52000001,4.91000001,20.030000010000002,8.69000001,12.51000001,4.91000001,4.68000001,18.72000001,20.64000001,3.90000001,9.220000010000001,12.12000001,12.470000010000001,22.440000010000002,15.26000001,9.01000001,6.74000001,5.71000001,20.99000001,10.830000010000001,3.61000001,18.90000001,18.170000010000003,8.52000001,15.160000010000001,11.650000010000001,8.62000001,11.36000001,12.02000001,20.010000010000002,6.05000001,17.06000001,5.83000001,5.94000001
CALML4,15.78000001,20.63000001,24.90000001,23.54000001,24.40000001,25.30000001,30.18000001,22.690000010000002,23.56000001,20.52000001,35.07000001,39.33000001,20.190000010000002,20.620000010000002,14.36000001,17.88000001,30.65000001,24.57000001,23.38000001,19.18000001,14.140000010000001,15.390000010000001,19.39000001,24.40000001,21.41000001,16.33000001,42.36000001,21.39000001,21.40000001,20.97000001,30.71000001,18.850000010000002,14.50000001,17.13000001,20.54000001,10.87000001,24.04000001,18.97000001,36.17000001,30.32000001,30.74000001,24.04000001,15.44000001,21.04000001,21.21000001,32.18000001,22.97000001,15.84000001,19.79000001,11.44000001
EHD1,124.95000001,151.79000001,161.40000001,130.40000001,130.15000001,164.12000001,142.66000001,152.82000001,211.67000001,187.21000001000002,191.88000001,91.30000000999999,111.88000000999999,133.44000001,186.17000001,90.64000001,169.15000001,163.37000001,225.97000001,176.60000001,332.35000001000003,151.75000001,127.54000001,152.49000001000002,253.80000001000002,157.54000001,123.28000001,161.79000001,275.82000001,192.92000001,148.82000001,147.49000001000002,174.52000001000002,190.53000001,183.78000001,170.00000001,132.89000001,140.15000001,179.51000001,163.86000001000002,129.24000001000002,180.86000001000002,132.18000001000001,147.74000001000002,209.95000001,129.51000001,191.95000001,146.09000001,155.68000001000001,153.18000001000001
1700019D03RIK,259.87000001,56.700000010000004,689.73000001,455.34000001,2215.79000001,573.41000001,1255.20000001,368.55000001,586.0700000100001,180.72000001,918.29000001,759.16000001,29.46000001,81.69000000999999,447.92000001,33.26000001,227.34000001,145.49000001000002,66.16000000999999,427.54000001,529.35000001,2102.17000001,851.86000001,353.91000001000003,188.14000001,304.02000001,125.23000001,3534.77000001,103.57000000999999,1064.25000001,1027.15000001,657.11000001,134.26000001,353.56000001,681.36000001,756.03000001,597.37000001,368.54000001,181.75000001,147.39000001,419.80000001,103.96000000999999,793.48000001,387.54000001,1097.39000001,240.64000001,1981.15000001,683.61000001,222.87000001,170.13000001
ANXA5,3570.51000001,2555.2200000099997,4761.31000001,1907.7900000099999,864.51000001,656.16000001,1633.14000001,1320.8100000099998,1447.93000001,1237.8500000099998,1696.97000001,1910.14000001,1155.1200000099998,1885.0100000099999,1319.75000001,1842.0900000099998,2422.60000001,1642.0700000099998,1354.3100000099998,2506.55000001,3073.1600000099997,3014.77000001,782.61000001,822.66000001,1319.1200000099998,2335.1600000099997,703.24000001,1858.39000001,2020.97000001,1136.5400000099999,1832.23000001,2316.19000001,2282.08000001,662.49000001,1822.49000001,1957.3300000099998,1372.46000001,1334.91000001,1931.13000001,830.66000001,1782.13000001,3809.4100000099997,2124.77000001,819.90000001,3344.57000001,867.80000001,3364.2000000099997,1083.93000001,670.49000001,1454.90000001
SPNA1,48.40000001,56.69000001,48.58000001,94.24000000999999,43.200000010000004,42.520000010000004,71.68000001,64.97000000999999,72.18000001,37.51000001,40.18000001,26.21000001,30.11000001,186.70000001,37.39000001,442.83000001,70.61000001,289.86000001,84.85000000999999,476.31000001,83.20000001,72.01000001,39.200000010000004,159.98000001,173.34000001,46.13000001,421.30000001,47.56000001,399.34000001,149.46000001000002,42.25000001,50.39000001,387.66000001000003,83.77000000999999,34.82000001,175.28000001,106.02000000999999,82.94000000999999,41.08000001,154.68000001000001,87.11000001,114.54000001,51.29000001,74.13000000999999,69.93000001,122.18000001,43.87000001,271.82000001,304.64000001,152.41000001
FADS6,13.18000001,17.93000001,35.16000001,8.01000001,9.320000010000001,8.09000001,7.68000001,18.40000001,32.49000001,14.84000001,13.410000010000001,16.79000001,11.35000001,23.100000010000002,18.41000001,18.010000010000002,27.80000001,11.880000010000002,18.31000001,2.49000001,9.640000010000001,8.87000001,7.28000001,14.67000001,17.510000010000002,13.980000010000001,26.41000001,11.69000001,34.81000001,8.10000001,20.100000010000002,32.03000001,14.140000010000001,6.97000001,12.68000001,15.61000001,10.160000010000001,14.27000001,9.59000001,20.55000001,3.92000001,38.05000001,20.63000001,15.140000010000001,21.32000001,11.36000001,19.010000010000002,9.990000010000001,11.220000010000001,20.82000001
RNF103,79.19000000999999,102.04000001,91.03000001,130.13000001,196.82000001,72.99000000999999,118.46000000999999,216.33000001000002,75.51000001,98.67000001,179.23000001,97.52000000999999,159.03000001,212.56000001,74.83000000999999,137.26000001,98.27000000999999,122.52000000999999,93.61000001,76.36000001,277.58000001,73.80000000999999,86.29000001,119.69000000999999,83.05000000999999,127.66000000999999,146.90000001,55.36000001,112.56000001,80.57000000999999,173.62000001,106.08000000999999,107.92000001,155.38000001,179.94000001,87.68000001,118.07000000999999,124.85000000999999,65.31000001,174.43000001000001,160.88000001,120.37000001,152.04000001,33.340000010000004,109.69000000999999,86.94000000999999,74.91000000999999,101.46000000999999,84.76000001,112.11000001
