Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Cell adhesion molecules	13/148	6.529294e-03	2.084922e-02	0	0	2.332769e+00	1.173722e+01	ITGB2;LRRC4;ICAM3;F11R;ITGAL;HLA-DMA;PTPRC;HLA-DMB;PECAM1;HLA-DRA;CD226;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Prolactin signaling pathway	8/70	6.693951e-03	2.113483e-02	0	0	3.117954e+00	1.561019e+01	GSK3B;IRF1;GRB2;KRAS;FOS;FOXO3;MAPK14;MAPK3
KEGG_2021_Human	Type I diabetes mellitus	6/43	6.930385e-03	2.163820e-02	0	0	3.913745e+00	1.945851e+01	HLA-DMA;HLA-DMB;ICA1;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Galactose metabolism	5/31	7.238159e-03	2.235080e-02	0	0	4.638123e+00	2.285847e+01	HK3;MGAM;MGAM2;HK2;GANC
KEGG_2021_Human	Viral carcinogenesis	16/203	7.719819e-03	2.357901e-02	0	0	2.074975e+00	1.009261e+01	LYN;GTF2A1;SYK;CASP3;MAPKAPK2;VDAC3;GRB2;KRAS;RAC1;LTBR;PRKACA;ATP6V0D1;IL6ST;JAK3;IRF9;MAPK3
KEGG_2021_Human	Cytokine-cytokine receptor interaction	21/295	7.980786e-03	2.411399e-02	0	0	1.862045e+00	8.995014e+00	IL4R;TGFB1;BMPR2;IL1R1;IFNGR1;IL10RB;IL1R2;IFNGR2;TNFRSF10C;IL1RAP;IL2RG;IL17RA;TNFRSF10D;TNFSF13B;CXCR2;LTBR;IL6ST;IL6R;CCR2;IL13RA1;IFNAR1
KEGG_2021_Human	VEGF signaling pathway	7/59	8.931787e-03	2.670034e-02	0	0	3.250461e+00	1.533612e+01	PPP3R1;PRKCB;MAPKAPK2;KRAS;RAC1;MAPK14;MAPK3
KEGG_2021_Human	Cellular senescence	13/156	9.983586e-03	2.953040e-02	0	0	2.201340e+00	1.014116e+01	LIN54;TGFB1;FOXO3;HIPK1;MAPK14;HIPK3;PPP3R1;MAPKAPK2;VDAC3;E2F3;KRAS;MCU;MAPK3
KEGG_2021_Human	Rap1 signaling pathway	16/210	1.050317e-02	3.057637e-02	0	0	1.999369e+00	9.109281e+00	RALB;PRKCB;HGF;ITGB3;ITGB2;FPR1;LPAR1;LPAR2;ITGAL;MAPK14;RAP1A;GNAQ;GNAS;KRAS;RAC1;MAPK3
KEGG_2021_Human	Morphine addiction	9/91	1.055483e-02	3.057637e-02	0	0	2.652740e+00	1.207307e+01	GNG10;GRK3;PRKCB;GNB2;GNB1;GNAS;GNB4;ARRB1;PRKACA
KEGG_2021_Human	Pancreatic cancer	8/76	1.086086e-02	3.082728e-02	0	0	2.841949e+00	1.285297e+01	RALBP1;RALB;TGFB1;TGFA;E2F3;KRAS;RAC1;MAPK3
KEGG_2021_Human	Pertussis	8/76	1.086086e-02	3.082728e-02	0	0	2.841949e+00	1.285297e+01	CASP3;IRF1;ITGB2;FOS;ITGA5;MAPK14;TLR4;MAPK3
KEGG_2021_Human	Apoptosis	12/142	1.172657e-02	3.295167e-02	0	0	2.233893e+00	9.931660e+00	APAF1;BCL2A1;CASP3;KRAS;FADD;FOS;CFLAR;BID;MAP3K5;MCL1;LMNB1;MAPK3
KEGG_2021_Human	Cholesterol metabolism	6/50	1.428717e-02	3.974945e-02	0	0	3.289902e+00	1.397680e+01	CYP27A1;LRP1;SORT1;VDAC3;CD36;LIPA
KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	2/5	1.474298e-02	4.048412e-02	0	0	1.603759e+01	6.763034e+01	HK3;HK2
KEGG_2021_Human	Axon guidance	14/182	1.483937e-02	4.048412e-02	0	0	2.017812e+00	8.495938e+00	GSK3B;BMPR2;ARHGEF12;LIMK2;LRRC4;PTPN11;SSH2;SSH1;PPP3R1;NCK2;FYN;KRAS;RAC1;MAPK3
KEGG_2021_Human	Leukocyte transendothelial migration	10/114	1.607367e-02	4.312831e-02	0	0	2.324245e+00	9.600464e+00	RAP1A;PRKCB;ITGB2;PECAM1;PTPN11;RAC1;F11R;ITGAL;MAPK14;VCL
KEGG_2021_Human	FoxO signaling pathway	11/131	1.611556e-02	4.312831e-02	0	0	2.216730e+00	9.150595e+00	PRKAB2;TGFB1;BCL6;IRS2;HOMER3;GRB2;KRAS;FOXO3;MAPK14;SOD2;MAPK3
KEGG_2021_Human	Glycerophospholipid metabolism	9/98	1.659922e-02	4.359234e-02	0	0	2.443202e+00	1.001322e+01	LYPLA1;LPGAT1;MBOAT7;LPCAT2;MBOAT2;GPAT3;GPCPD1;LPIN2;CDS2
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	9/98	1.659922e-02	4.359234e-02	0	0	2.443202e+00	1.001322e+01	IL1R1;PRKCB;GNAQ;PRKCD;GNAS;F2RL1;IL1RAP;PRKACA;MAPK14
KEGG_2021_Human	Allograft rejection	5/38	1.701228e-02	4.426344e-02	0	0	3.652945e+00	1.488144e+01	HLA-DMA;HLA-DMB;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Long-term potentiation	7/67	1.733942e-02	4.470071e-02	0	0	2.815889e+00	1.141779e+01	PPP3R1;RAP1A;PRKCB;GNAQ;KRAS;PRKACA;MAPK3
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	9/100	1.871587e-02	4.737981e-02	0	0	2.389255e+00	9.505375e+00	DIAPH1;TGFB1;PRKCB;CASP3;PRKCD;KRAS;RAC1;MAPK14;MAPK3
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	9/100	1.871587e-02	4.737981e-02	0	0	2.389255e+00	9.505375e+00	IL10RB;CXCR2;TNFRSF10C;LTBR;IL6ST;IL2RG;IL6R;TNFRSF10D;CCR2
KEGG_2021_Human	ErbB signaling pathway	8/85	2.032615e-02	5.099686e-02	0	0	2.508592e+00	9.773092e+00	GSK3B;MAP2K4;PRKCB;NCK2;TGFA;GRB2;KRAS;MAPK3
KEGG_2021_Human	Autophagy	11/137	2.174906e-02	5.408394e-02	0	0	2.110508e+00	8.079413e+00	SH3GLB1;ATG16L2;LAMP2;PRKCD;IRS2;WIPI1;KRAS;CFLAR;PRKACA;HIF1A;MAPK3
KEGG_2021_Human	NF-kappa B signaling pathway	9/104	2.352526e-02	5.748346e-02	0	0	2.288176e+00	8.579930e+00	LYN;SYK;BCL2A1;IL1R1;PRKCB;CFLAR;LTBR;TLR4;TNFSF13B
KEGG_2021_Human	Toll-like receptor signaling pathway	9/104	2.352526e-02	5.748346e-02	0	0	2.288176e+00	8.579930e+00	MAP2K4;FADD;RAC1;FOS;TLR5;MAPK14;TLR4;IFNAR1;MAPK3
KEGG_2021_Human	Hepatitis C	12/157	2.402638e-02	5.820184e-02	0	0	2.001225e+00	7.461774e+00	GSK3B;APAF1;CASP3;GRB2;E2F3;KRAS;FADD;CFLAR;BID;IRF9;IFNAR1;MAPK3
KEGG_2021_Human	Graft-versus-host disease	5/42	2.532265e-02	6.081765e-02	0	0	3.257352e+00	1.197421e+01	HLA-DMA;HLA-DMB;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	GABAergic synapse	8/89	2.600430e-02	6.192550e-02	0	0	2.384212e+00	8.701167e+00	GNG10;PRKCB;GNB2;GNB1;GNB4;ABAT;PRKACA;GLUL
KEGG_2021_Human	PPAR signaling pathway	7/74	2.831309e-02	6.685696e-02	0	0	2.520769e+00	8.985109e+00	CYP27A1;CPT2;GK;FABP5;PLIN2;CD36;PLIN5
KEGG_2021_Human	Chronic myeloid leukemia	7/76	3.215327e-02	7.436229e-02	0	0	2.447448e+00	8.412468e+00	TGFB1;E2F3;PTPN11;GRB2;KRAS;GAB2;MAPK3
KEGG_2021_Human	Gastric acid secretion	7/76	3.215327e-02	7.436229e-02	0	0	2.447448e+00	8.412468e+00	CA2;PRKCB;HRH2;GNAQ;KCNJ15;GNAS;PRKACA
KEGG_2021_Human	Long-term depression	6/60	3.228541e-02	7.436229e-02	0	0	2.679261e+00	9.198278e+00	LYN;PRKCB;GNAQ;GNAS;KRAS;MAPK3
KEGG_2021_Human	Bacterial invasion of epithelial cells	7/77	3.419777e-02	7.812661e-02	0	0	2.412358e+00	8.143144e+00	ARPC2;ARPC1A;CLTA;RAC1;ITGA5;ARPC5;VCL
KEGG_2021_Human	Type II diabetes mellitus	5/46	3.586209e-02	8.126812e-02	0	0	2.938948e+00	9.781037e+00	HK3;PRKCD;IRS2;HK2;MAPK3
KEGG_2021_Human	Carbohydrate digestion and absorption	5/47	3.886079e-02	8.735905e-02	0	0	2.868823e+00	9.317276e+00	HK3;MGAM;MGAM2;PRKCB;HK2
KEGG_2021_Human	Tight junction	12/169	3.922234e-02	8.747205e-02	0	0	1.847101e+00	5.981854e+00	PRKAB2;RAP1A;MAP3K1;ARPC2;ARPC1A;MYH9;ARPC5;RAC1;F11R;PRKACA;YBX3;MAP3K5
KEGG_2021_Human	Prostate cancer	8/97	4.048914e-02	8.958620e-02	0	0	2.168993e+00	6.955358e+00	GSK3B;HSP90AA1;IL1R2;TGFA;GRB2;E2F3;KRAS;MAPK3
KEGG_2021_Human	Alzheimer disease	22/369	4.137648e-02	9.031783e-02	0	0	1.536364e+00	4.893384e+00	APP;GSK3B;MME;APAF1;LRP1;IRS2;WIPI1;TUBB4B;FRAT1;PPP3R1;FRAT2;KIF5B;GNAQ;CASP3;VDAC3;KRAS;FADD;BID;ATF6;MCU;MAP3K5;MAPK3
KEGG_2021_Human	SNARE interactions in vesicular transport	4/33	4.146263e-02	9.031783e-02	0	0	3.321955e+00	1.057366e+01	SNAP23;STX7;STX6;VTI1B
KEGG_2021_Human	Pathways of neurodegeneration	27/475	4.311829e-02	9.320184e-02	0	0	1.462022e+00	4.596316e+00	APP;GSK3B;HIP1;LRRK2;HTT;UBE2J1;PPP3R1;FRAT1;FRAT2;KIF5B;CASP3;FADD;RAC1;BID;MAP3K5;MAPK3;APAF1;PRKCB;GPX8;WIPI1;TUBB4B;MAPK14;GNAQ;VDAC3;KRAS;ATF6;MCU
KEGG_2021_Human	mTOR signaling pathway	11/154	4.537508e-02	9.733128e-02	0	0	1.857951e+00	5.746255e+00	ATP6V1A;GSK3B;ATP6V1G1;CAB39;PRKCB;ATP6V1B2;GRB2;KRAS;ATP6V1D;LPIN2;MAPK3
KEGG_2021_Human	Prion disease	17/273	4.822453e-02	1.026598e-01	0	0	1.606641e+00	4.871155e+00	GSK3B;HSPA1L;APAF1;PRKCD;HSPA6;TUBB4B;MAPK14;PPP3R1;KIF5B;CASP3;VDAC3;FYN;RAC1;PRKACA;MCU;HSPA1A;MAPK3
KEGG_2021_Human	Pantothenate and CoA biosynthesis	3/21	4.960253e-02	1.047993e-01	0	0	4.011292e+00	1.204877e+01	PANK2;VNN1;DPYD
KEGG_2021_Human	AMPK signaling pathway	9/120	5.154390e-02	1.080883e-01	0	0	1.956709e+00	5.802271e+00	RAB10;LIPE;PRKAB2;CAB39;IRS2;CD36;ADIPOR1;FOXO3;ADIPOR2
KEGG_2021_Human	Adipocytokine signaling pathway	6/69	5.749461e-02	1.196740e-01	0	0	2.295430e+00	6.555895e+00	PRKAB2;IRS2;PTPN11;CD36;ADIPOR1;ADIPOR2
KEGG_2021_Human	Sulfur metabolism	2/10	5.811189e-02	1.200694e-01	0	0	6.012531e+00	1.710797e+01	MPST;SUOX
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	4/37	5.914466e-02	1.212796e-01	0	0	2.918684e+00	8.253365e+00	SLC9A3R2;PRKCB;KRAS;MAPK3
KEGG_2021_Human	Autoimmune thyroid disease	5/53	5.999242e-02	1.212796e-01	0	0	2.509434e+00	7.060386e+00	HLA-DMA;HLA-DMB;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	5/53	5.999242e-02	1.212796e-01	0	0	2.509434e+00	7.060386e+00	PRKCB;GNAQ;GNAS;CLTA;PRKACA
KEGG_2021_Human	Focal adhesion	13/201	6.083620e-02	1.212896e-01	0	0	1.670470e+00	4.676597e+00	GSK3B;ITGB5;PRKCB;HGF;ITGB3;DIAPH1;RAP1A;GRB2;FYN;RAC1;ITGA5;VCL;MAPK3
KEGG_2021_Human	Central carbon metabolism in cancer	6/70	6.086062e-02	1.212896e-01	0	0	2.259446e+00	6.324571e+00	HK3;IDH1;KRAS;HIF1A;HK2;MAPK3
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	10/143	6.136187e-02	1.214274e-01	0	0	1.814695e+00	5.064753e+00	GSK3B;BMPR2;PCGF5;GRB2;KRAS;IL6ST;JARID2;MAPK14;JAK3;MAPK3
KEGG_2021_Human	Insulin resistance	8/108	6.792363e-02	1.331587e-01	0	0	1.929293e+00	5.188585e+00	GSK3B;PRKAB2;PRKCB;PRKCD;IRS2;PTPN11;PYGL;CD36
KEGG_2021_Human	Regulation of lipolysis in adipocytes	5/55	6.823793e-02	1.331587e-01	0	0	2.408805e+00	6.467051e+00	LIPE;GNAS;IRS2;PRKACA;PTGS1
KEGG_2021_Human	Breast cancer	10/147	7.106244e-02	1.377141e-01	0	0	1.761342e+00	4.657333e+00	GSK3B;FRAT1;FRAT2;JAG1;HEY1;GRB2;E2F3;KRAS;FOS;MAPK3
KEGG_2021_Human	Hedgehog signaling pathway	5/56	7.258426e-02	1.396999e-01	0	0	2.361450e+00	6.194101e+00	GSK3B;GRK3;MGRN1;ARRB1;PRKACA
KEGG_2021_Human	Hepatocellular carcinoma	11/168	7.481361e-02	1.430110e-01	0	0	1.691030e+00	4.384428e+00	GSK3B;FRAT1;FRAT2;TGFB1;PRKCB;HGF;TGFA;GRB2;E2F3;KRAS;MAPK3
KEGG_2021_Human	Glioma	6/75	7.940609e-02	1.507643e-01	0	0	2.095170e+00	5.307444e+00	PRKCB;TGFA;E2F3;GRB2;KRAS;MAPK3
KEGG_2021_Human	Endometrial cancer	5/58	8.171895e-02	1.541143e-01	0	0	2.272102e+00	5.690409e+00	GSK3B;GRB2;KRAS;FOXO3;MAPK3
KEGG_2021_Human	Protein processing in endoplasmic reticulum	11/171	8.240049e-02	1.543636e-01	0	0	1.659062e+00	4.141291e+00	BCAP31;HSP90AA1;HSPA1L;HSPA6;MAN1A1;ATF6;MAP3K5;RBX1;UBE2J1;TXNDC5;HSPA1A
KEGG_2021_Human	Vascular smooth muscle contraction	9/133	8.603497e-02	1.601048e-01	0	0	1.750377e+00	4.293678e+00	ARHGEF11;ARHGEF12;PRKCB;GNAQ;PRKCD;GNAS;MYH9;PRKACA;MAPK3
KEGG_2021_Human	Oxytocin signaling pathway	10/154	9.024772e-02	1.668395e-01	0	0	1.675105e+00	4.028959e+00	MEF2C;PRKAB2;PPP3R1;PRKCB;GNAQ;GNAS;KRAS;FOS;PRKACA;MAPK3
KEGG_2021_Human	Vasopressin-regulated water reabsorption	4/44	9.814226e-02	1.802482e-01	0	0	2.407035e+00	5.587540e+00	RAB5B;ARHGDIB;GNAS;PRKACA
KEGG_2021_Human	Melanogenesis	7/101	1.100678e-01	2.008381e-01	0	0	1.794183e+00	3.959149e+00	GSK3B;PRKCB;GNAQ;GNAS;KRAS;PRKACA;MAPK3
KEGG_2021_Human	Thyroid hormone signaling pathway	8/121	1.122261e-01	2.027226e-01	0	0	1.706177e+00	3.731817e+00	GSK3B;PRKCB;ITGB3;KRAS;PRKACA;MED4;HIF1A;MAPK3
KEGG_2021_Human	GnRH secretion	5/64	1.125435e-01	2.027226e-01	0	0	2.040401e+00	4.457083e+00	PRKCB;GNAQ;ARRB1;KRAS;MAPK3
KEGG_2021_Human	Pancreatic secretion	7/102	1.143585e-01	2.046799e-01	0	0	1.775204e+00	3.849382e+00	BST1;RAP1A;PRKCB;CA2;GNAQ;GNAS;RAC1
KEGG_2021_Human	Pentose phosphate pathway	3/30	1.167599e-01	2.076553e-01	0	0	2.672940e+00	5.740501e+00	TALDO1;PGD;TKT
KEGG_2021_Human	Complement and coagulation cascades	6/85	1.248486e-01	2.206444e-01	0	0	1.829002e+00	3.805520e+00	ITGB2;ITGAX;F13A1;CD46;CD55;F5
KEGG_2021_Human	Circadian rhythm	3/31	1.256352e-01	2.206468e-01	0	0	2.577344e+00	5.346372e+00	PRKAB2;FBXL3;RBX1
KEGG_2021_Human	Mitophagy	5/68	1.357669e-01	2.369597e-01	0	0	1.910452e+00	3.814821e+00	BNIP3L;NBR1;KRAS;FOXO3;HIF1A
KEGG_2021_Human	N-Glycan biosynthesis	4/50	1.388953e-01	2.395775e-01	0	0	2.092419e+00	4.130508e+00	ST6GAL1;MGAT5;MGAT3;MAN1A1
KEGG_2021_Human	Retrograde endocannabinoid signaling	9/148	1.395214e-01	2.395775e-01	0	0	1.560260e+00	3.072990e+00	GNG10;PRKCB;GNAQ;GNB2;GNB1;GNB4;PRKACA;MAPK14;MAPK3
KEGG_2021_Human	Coronavirus disease	13/232	1.398246e-01	2.395775e-01	0	0	1.431672e+00	2.816624e+00	SYK;PRKCB;F13A1;FOS;MAPK14;IFIH1;FCGR2A;IL6ST;TLR4;IL6R;IRF9;IFNAR1;MAPK3
KEGG_2021_Human	Amphetamine addiction	5/69	1.418820e-01	2.416293e-01	0	0	1.880503e+00	3.672171e+00	PPP3R1;PRKCB;GNAS;FOS;PRKACA
KEGG_2021_Human	Gastric cancer	9/149	1.435885e-01	2.427756e-01	0	0	1.549034e+00	3.006371e+00	GSK3B;FRAT1;FRAT2;TGFB1;HGF;GRB2;E2F3;KRAS;MAPK3
KEGG_2021_Human	Amyotrophic lateral sclerosis	19/364	1.442830e-01	2.427756e-01	0	0	1.329566e+00	2.574012e+00	HNRNPA3;APAF1;GPX8;ANXA11;WIPI1;TUBB4B;MAPK14;PPP3R1;KIF5B;CASP3;HNRNPA2B1;MATR3;ANG;NUP98;RAC1;BID;ATF6;MCU;MAP3K5
KEGG_2021_Human	Nitrogen metabolism	2/17	1.464856e-01	2.435648e-01	0	0	3.205514e+00	6.157242e+00	CA2;GLUL
KEGG_2021_Human	Phenylalanine metabolism	2/17	1.464856e-01	2.435648e-01	0	0	3.205514e+00	6.157242e+00	AOC3;AOC2
KEGG_2021_Human	Propanoate metabolism	3/34	1.536056e-01	2.538216e-01	0	0	2.327559e+00	4.360372e+00	BCKDHA;HADHA;ABAT
KEGG_2021_Human	Adherens junction	5/71	1.544608e-01	2.538216e-01	0	0	1.823328e+00	3.405638e+00	FYN;RAC1;IQGAP1;VCL;MAPK3
KEGG_2021_Human	Chemical carcinogenesis	13/239	1.630857e-01	2.664365e-01	0	0	1.386817e+00	2.514964e+00	HSP90AA1;JAG1;PRKCB;ARRB1;FOS;BCL6;GNAS;GRB2;KRAS;PRKACA;KPNA3;KPNA1;MAPK3
KEGG_2021_Human	Oxidative phosphorylation	8/133	1.641224e-01	2.665803e-01	0	0	1.541414e+00	2.785555e+00	ATP6V1A;ATP6V1G1;ATP6V0B;ATP6V1B2;ATP6V0D1;ATP6V1D;ATP6V0C;ATP6V0A1
KEGG_2021_Human	Salivary secretion	6/93	1.685221e-01	2.717094e-01	0	0	1.660123e+00	2.956163e+00	BST1;PRKCB;GNAQ;GNAS;PRKACA;LYZ
KEGG_2021_Human	Cushing syndrome	9/155	1.692141e-01	2.717094e-01	0	0	1.484907e+00	2.638072e+00	KMT2D;GSK3B;RAP1A;KMT2A;GNAQ;GNAS;E2F3;PRKACA;MAPK3
KEGG_2021_Human	Tyrosine metabolism	3/36	1.732334e-01	2.765829e-01	0	0	2.186267e+00	3.832778e+00	AOC3;AOC2;HGD
KEGG_2021_Human	Thyroid hormone synthesis	5/75	1.809171e-01	2.872186e-01	0	0	1.718778e+00	2.938623e+00	PRKCB;GNAQ;GPX8;GNAS;PRKACA
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	3/37	1.833001e-01	2.893669e-01	0	0	2.121854e+00	3.600003e+00	ABAT;ASL;GLUL
KEGG_2021_Human	Dilated cardiomyopathy	6/96	1.863580e-01	2.925508e-01	0	0	1.604534e+00	2.695755e+00	TGFB1;ITGB5;ITGB3;GNAS;ITGA5;PRKACA
KEGG_2021_Human	Primary immunodeficiency	3/38	1.935171e-01	3.021017e-01	0	0	2.061122e+00	3.385165e+00	PTPRC;IL2RG;JAK3
KEGG_2021_Human	Notch signaling pathway	4/59	2.099841e-01	3.259974e-01	0	0	1.749201e+00	2.730018e+00	JAG1;HEY1;MAML1;MAML3
KEGG_2021_Human	Progesterone-mediated oocyte maturation	6/100	2.112120e-01	3.261021e-01	0	0	1.535934e+00	2.388213e+00	HSP90AA1;ANAPC5;KRAS;PRKACA;MAPK14;MAPK3
KEGG_2021_Human	Arginine biosynthesis	2/22	2.192136e-01	3.347772e-01	0	0	2.403509e+00	3.647826e+00	ASL;GLUL
KEGG_2021_Human	Terpenoid backbone biosynthesis	2/22	2.192136e-01	3.347772e-01	0	0	2.403509e+00	3.647826e+00	ICMT;ZMPSTE24
KEGG_2021_Human	Bladder cancer	3/41	2.249382e-01	3.416628e-01	0	0	1.898105e+00	2.831839e+00	E2F3;KRAS;MAPK3
KEGG_2021_Human	Glycerolipid metabolism	4/61	2.270098e-01	3.429556e-01	0	0	1.687649e+00	2.502382e+00	GK;MBOAT2;GPAT3;LPIN2
KEGG_2021_Human	Renin-angiotensin system	2/23	2.341566e-01	3.518610e-01	0	0	2.288937e+00	3.322998e+00	MME;ATP6AP2
KEGG_2021_Human	Lysine degradation	4/63	2.443688e-01	3.652533e-01	0	0	1.630270e+00	2.297176e+00	HADHA;KMT2D;KMT2A;DHTKD1
KEGG_2021_Human	Glucagon signaling pathway	6/107	2.571890e-01	3.823081e-01	0	0	1.428960e+00	1.940447e+00	PRKAB2;PPP3R1;GNAQ;GNAS;PYGL;PRKACA
KEGG_2021_Human	Oocyte meiosis	7/129	2.585001e-01	3.823081e-01	0	0	1.380377e+00	1.867456e+00	PPP3R1;ANAPC5;PRKACA;SMC1A;MAPK14;RBX1;MAPK3
KEGG_2021_Human	ECM-receptor interaction	5/88	2.762109e-01	4.063626e-01	0	0	1.448587e+00	1.863738e+00	ITGB5;ITGB3;CD36;ITGA5;GP5
KEGG_2021_Human	Sulfur relay system	1/8	2.786520e-01	4.074957e-01	0	0	3.431611e+00	4.384883e+00	MPST
KEGG_2021_Human	Acute myeloid leukemia	4/67	2.798814e-01	4.074957e-01	0	0	1.526442e+00	1.943755e+00	BCL2A1;GRB2;KRAS;MAPK3
KEGG_2021_Human	Hypertrophic cardiomyopathy	5/90	2.917603e-01	4.226013e-01	0	0	1.414354e+00	1.742234e+00	PRKAB2;TGFB1;ITGB5;ITGB3;ITGA5
KEGG_2021_Human	Parkinson disease	12/249	2.954552e-01	4.244187e-01	0	0	1.218467e+00	1.485601e+00	APAF1;KIF5B;LRRK2;CASP3;VDAC3;GNAS;PRKACA;TUBB4B;ATF6;MCU;UBE2J1;MAP3K5
KEGG_2021_Human	Systemic lupus erythematosus	7/135	2.960358e-01	4.244187e-01	0	0	1.315259e+00	1.601031e+00	HLA-DMA;FCGR3B;HLA-DMB;FCGR2A;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Renin secretion	4/69	2.979351e-01	4.249734e-01	0	0	1.479320e+00	1.791278e+00	PPP3R1;GNAQ;GNAS;PRKACA
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	3/48	3.011561e-01	4.252505e-01	0	0	1.602258e+00	1.922913e+00	HK3;NPL;HK2
KEGG_2021_Human	Valine, leucine and isoleucine degradation	3/48	3.011561e-01	4.252505e-01	0	0	1.602258e+00	1.922913e+00	BCKDHA;HADHA;ABAT
KEGG_2021_Human	RIG-I-like receptor signaling pathway	4/70	3.070152e-01	4.313563e-01	0	0	1.456830e+00	1.720309e+00	IFIH1;MAP3K1;FADD;MAPK14
KEGG_2021_Human	Butanoate metabolism	2/28	3.091656e-01	4.322166e-01	0	0	1.848275e+00	2.169649e+00	HADHA;ABAT
KEGG_2021_Human	TGF-beta signaling pathway	5/94	3.232706e-01	4.496982e-01	0	0	1.350505e+00	1.525079e+00	BMPR2;TGFB1;LTBP1;RBX1;MAPK3
KEGG_2021_Human	Melanoma	4/72	3.252526e-01	4.498201e-01	0	0	1.413834e+00	1.587952e+00	HGF;E2F3;KRAS;MAPK3
KEGG_2021_Human	Alcoholism	9/186	3.278177e-01	4.498201e-01	0	0	1.222846e+00	1.363837e+00	GNG10;GNB2;GNB1;GNAS;GNB4;GRB2;KRAS;PRKACA;MAPK3
KEGG_2021_Human	Ubiquitin mediated proteolysis	7/140	3.281606e-01	4.498201e-01	0	0	1.265481e+00	1.410065e+00	MAP3K1;FBXW7;MGRN1;UBE2E3;ANAPC5;RBX1;UBE2J1
KEGG_2021_Human	p53 signaling pathway	4/73	3.343987e-01	4.561458e-01	0	0	1.393271e+00	1.526218e+00	CD82;APAF1;CASP3;BID
KEGG_2021_Human	Wnt signaling pathway	8/166	3.464441e-01	4.702937e-01	0	0	1.217364e+00	1.290447e+00	GSK3B;FRAT1;PPP3R1;FRAT2;PRKCB;RAC1;PRKACA;RBX1
KEGG_2021_Human	cGMP-PKG signaling pathway	8/167	3.524965e-01	4.762092e-01	0	0	1.209644e+00	1.261313e+00	MEF2A;MEF2C;PPP3R1;GNAQ;VDAC3;IRS2;GTF2I;MAPK3
KEGG_2021_Human	Aldosterone synthesis and secretion	5/98	3.551280e-01	4.769325e-01	0	0	1.292149e+00	1.337732e+00	LIPE;PRKCB;GNAQ;GNAS;PRKACA
KEGG_2021_Human	Glycosaminoglycan biosynthesis	3/53	3.564264e-01	4.769325e-01	0	0	1.441656e+00	1.487252e+00	GLCE;EXTL3;HS2ST1
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	1/11	3.618333e-01	4.818728e-01	0	0	2.401752e+00	2.441553e+00	COQ2
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	4/77	3.710404e-01	4.918036e-01	0	0	1.316652e+00	1.305387e+00	ITGB5;ITGB3;ITGA5;DSC2
KEGG_2021_Human	Cell cycle	6/124	3.768054e-01	4.971001e-01	0	0	1.222004e+00	1.192708e+00	GSK3B;TGFB1;ANAPC5;E2F3;SMC1A;RBX1
KEGG_2021_Human	Fructose and mannose metabolism	2/33	3.826149e-01	5.024055e-01	0	0	1.549762e+00	1.488897e+00	HK3;HK2
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	7/150	3.936481e-01	5.121071e-01	0	0	1.176368e+00	1.096726e+00	KCNE1;GNAQ;GNAS;PRKACA;MAPK14;SCN1B;MAPK3
KEGG_2021_Human	Spliceosome	7/150	3.936481e-01	5.121071e-01	0	0	1.176368e+00	1.096726e+00	HNRNPA3;HSPA1L;HSPA6;HNRNPU;HNRNPC;MAGOHB;HSPA1A
KEGG_2021_Human	Glutathione metabolism	3/57	4.002442e-01	5.182886e-01	0	0	1.334588e+00	1.222056e+00	IDH1;GPX8;PGD
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	2/35	4.110854e-01	5.298853e-01	0	0	1.455685e+00	1.294037e+00	BST1;NMNAT1
KEGG_2021_Human	Peroxisome	4/82	4.165989e-01	5.345401e-01	0	0	1.231929e+00	1.078716e+00	IDH1;FAR1;FAR2;SOD2
KEGG_2021_Human	Diabetic cardiomyopathy	9/203	4.245797e-01	5.404821e-01	0	0	1.114692e+00	9.549075e-01	GSK3B;TGFB1;CPT2;PRKCB;PRKCD;VDAC3;CD36;RAC1;MAPK14
KEGG_2021_Human	Mucin type O-glycan biosynthesis	2/36	4.250766e-01	5.404821e-01	0	0	1.412797e+00	1.208627e+00	GALNT4;B4GALT5
